"Folio de Factura","Fecha","No. OC Cliente","Ref. cliente","Cliente","Producto","Cantidad","Categoría de producto","Estado","Tipo"
"f31742",2023-02-24,"5100006210","688151","yanfeng seating mexico","lumber model y lumber model y",50,"carton kit carton","posted","Otros"
"f31741",2023-02-24,"5100006210","688151","yanfeng seating mexico","headrest rear headrest rear",120,"carton kit carton","posted","Otros"
"f31740",2023-02-24,"5100006210","688151","yanfeng seating mexico","headrest front headrest front",278,"carton kit carton","posted","Otros"
"f31739",2023-02-24,"5100006210","688151","yanfeng seating mexico","headrest center headrest center",80,"carton kit carton","posted","Otros"
"f31738",2023-02-24,"5100006210","688151","yanfeng seating mexico","armrest model y armrest model y",280,"carton kit carton","posted","Otros"
"f31737",2023-02-24,"640614mx","72","denso mexico","tarima madera tarima madera",300,"servicios","posted","Contenedores y Tarimas"
"f31736",2023-02-24,"641319mx","72","denso mexico","kit mac 38174 kit mac38174",48,"servicios","posted","Kits de Empaque"
"f31735",2023-02-24,"641071mx","72","denso mexico","kit mac 38174 kit mac38174",4,"servicios","posted","Kits de Empaque"
"f31734",2023-02-24,"641072mx","72","denso mexico","kit mac 38174 kit mac38174",44,"servicios","posted","Kits de Empaque"
"f31733",2023-02-24,"qt111461","qro","yanfeng international automotive technology mexico","plastic corrugated dunnage for cx727 fg full assy pcorr sleeve foam dunnage velcro straps and assy to rack plastic corrugated dunnage for cx727 fg full assy pcorr sleeve foam dunnage velcro straps and assy to rack rack wip y0124113 mangas",16,"retornable producto terminado retornable","posted","Materiales de Protección"
"f31733",2023-02-24,"qt111461","qro","yanfeng international automotive technology mexico","steel rack 96 x 48 x 50 y0124113 rack mangas estructura",16,"retornable producto terminado retornable","posted","Otros"
"f31732",2023-02-24,"5900461750","688151","yanfeng seating mexico","headrest center headrest center",43,"carton kit carton","cancel","Otros"
"f31731",2023-02-24,"55083933","ramos ii","yanfeng international automotive technology mexico","ptnws fc 42c 1bt p2 18109 y0194915 carrier caja con itb 48 cav",75,"carton producto terminado carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","496694 as 30 99 0000 00 000 carton caja nextracker 20 damper caja nextracker 20 damper",49,"carton kit carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","938591 fs 30 99 0000 00 000 carton box 938591 size 16 13876 16 caja terminada",1900,"carton producto terminado carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","939069 fs 30 99 0000 00 000 carton box 939069 34 15676 34 caja terminada",2090,"carton producto terminado carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","939308 fs 30 99 0000 00 000 carton box 939308 size 48 48 caja terminada",870,"carton producto terminado carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","642762 packing sheet 5652x7429 insert 642762 14301 642762 pad sm",950,"carton producto terminado carton","posted","Materiales de Protección"
"f31730",2023-02-23,"5500114659","26","stabilus","5506kr carton590x380x122rsc box 5506kr kr5506 caja imp azul 1 pieza",150,"carton producto terminado carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","938830 fs 30 99 0000 00 000 carton size 24 13877 24 caja terminada",690,"carton producto terminado carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","643920 cart som 7468x5690x2921 rsc box 643920 stabomat 13891 643920 stabomat caja",260,"carton producto terminado carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","427623 as 30 99 0000 00 000 carton box tmc 150 tesla box tmc 150 tesla",850,"carton producto terminado carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","429296 as 30 99 0000 00 000 inserto insert tmc 150 tesla 14783 tmc150 inserto",3400,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31730",2023-02-23,"5500114659","26","stabilus","428818 as 30 99 0000 00 000 inserto chrysler insert dj 14142 chrysler insert dj 694087",150,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31730",2023-02-23,"5500114659","26","stabilus","560249 as 30 99 0000 00 000 carton box 560249 bmw bmw exportacion box 560249 bmw",25,"carton kit carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","6587rj fs 30 99 0000 00 000 carton corrugado lid 6587rj 14455 6587rj stabomat separador",100,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31730",2023-02-23,"5500114659","26","stabilus","357790 fs 30 99 0000 00 000 carton box 357790 box 357790",976,"carton kit carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","427145 as 30 99 0000 00 000 carton kit toyota japonplanta 1 empaque toyota japan",6,"carton kit carton","posted","Kits de Empaque"
"f31730",2023-02-23,"5500114659","26","stabilus","426667 as 30 99 0000 00 000 carton tesla box tmc 070 tesla box tmc 070",165,"carton producto comercializacion carton","posted","Empaques Primarios"
"f31730",2023-02-23,"5500114659","26","stabilus","431208 fs 30 99 0000 00 000 listones triangular corner board 45 corner board 45",1000,"carton producto comercializacion carton","posted","Otros"
"f31730",2023-02-23,"5500114659","26","stabilus","430969 fs 30 99 0000 00 000 listones triangular corner board 48 corner board 48",1000,"carton producto comercializacion carton","posted","Otros"
"f31730",2023-02-23,"5500114659","26","stabilus","454630 as 30 99 0000 00 000 carton 241 b kit 241b export kit",3,"carton kit carton","posted","Kits de Empaque"
"f31730",2023-02-23,"5500114659","26","stabilus","446265 as 30 99 0000 00 000 capa intermedia pad 43x36 daimler 14454 daimler tmc pad 43 x 36",130,"carton producto terminado carton","posted","Materiales de Protección"
"f31730",2023-02-23,"5500114659","26","stabilus","430252 fs 30 99 0000 00 000 listones triangular corner board 30 corner board 30",300,"carton producto comercializacion carton","posted","Otros"
"f31730",2023-02-23,"5500114659","26","stabilus","429057 as 30 99 0000 00 000 inserto inserto vw chattanooga 16110 chattanooga st1 charola armada",400,"carton producto terminado carton","posted","Componentes de Empaque"
"f31730",2023-02-23,"5500114659","26","stabilus","734949 fs 30 99 0000 00 000 carton kit 734949 kit st92",12,"carton kit carton","posted","Kits de Empaque"
"f31730",2023-02-23,"5500114659","26","stabilus","426906 as 30 99 0000 00 000 carton charola de carton alterno kia motors 18439 mq4adunnage kia charola armada",200,"carton producto terminado carton","posted","Componentes de Empaque"
"f31730",2023-02-23,"5500114659","26","stabilus","428579 as 30 99 0000 00 000 inserto ford damper 14306 damper ford dtp inserto",50,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31730",2023-02-23,"5500114659","26","stabilus","3894vf fs 30 99 0000 00 000 carton corrugado pad 3894vf medium 14452 vf3894 separador",100,"carton producto terminado carton","posted","Materiales de Protección"
"f31729",2023-02-23,"5500120787","47","stabilus","723022 as 30 99 0000 00 000 carton empaque 723022 as 30 99 0000 00 000 carton empaque",28,"carton kit carton","posted","Otros"
"f31729",2023-02-23,"5500120787","47","stabilus","444816 fs 30 99 0000 00 000 inserto audi q5 13817 audi q5 charola armada",1320,"carton producto terminado carton","posted","Componentes de Empaque"
"f31729",2023-02-23,"5500120787","47","stabilus","00010 817904 as 30 99 0000 00 000 inserto 18891 coupe charola armada",1096,"carton producto terminado carton","posted","Componentes de Empaque"
"f31729",2023-02-23,"5500120787","47","stabilus","955061 as 30 99 0000 00 000 inserto 13834 955061 charola armada",2480,"carton producto terminado carton","posted","Componentes de Empaque"
"f31729",2023-02-23,"5500120787","47","stabilus","223264 as 30 99 0000 00 000 inserto gm177 13791 gm177 charola armada",2880,"carton producto terminado carton","posted","Componentes de Empaque"
"f31729",2023-02-23,"5500120787","47","stabilus","928069 fs 30 99 0000 00 000 chattanooga 13833 928069 chattanooga st3 charola armada",1024,"carton producto terminado carton","posted","Componentes de Empaque"
"f31729",2023-02-23,"5500120787","47","stabilus","927838 fs 30 99 0000 00 000 carton empaque tesla xda90 16487 xda90 927838 charola ensamblada",684,"carton producto terminado carton","posted","Componentes de Empaque"
"f31729",2023-02-23,"5500120787","47","stabilus","as 30 99 0000 00 000 inserto 915898 as 30 99 0000 00 000 inserto g09 bmw alterno charola armada",156,"carton producto terminado carton","posted","Componentes de Empaque"
"f31729",2023-02-23,"5500120787","47","stabilus","226388 fs 30 99 0000 00 000 carton empaque caja backup canastilla gris 15785 back up canastilla gris p3 cable set para canastilla caja",400,"carton producto terminado carton","posted","Empaques Primarios"
"f31729",2023-02-23,"5500120787","47","stabilus","225671 fs 30 99 0000 00 000 listones triangular esquinero 91cm esquinero 91cm stab 3",500,"carton producto comercializacion carton","posted","Materiales de Protección"
"f31729",2023-02-23,"5500120787","47","stabilus","226149 fs 30 99 0000 00 000 listones triangular esquinero 127cm esquinero 127cm stab 3",500,"carton producto comercializacion carton","posted","Materiales de Protección"
"f31729",2023-02-23,"5500120787","47","stabilus","642053 carton 708 2x192 0x82 6 rsc 642053",200,"carton producto terminado carton","posted","Otros"
"f31728",2023-02-23,"trm30766","59","tokai rika mexico","tr12437 caja icp 539 caja cs 32ect fc paameri con celda 32ect fe cd539 caja con cleda",100,"carton producto terminado carton","posted","Empaques Primarios"
"f31728",2023-02-23,"trm30766","59","tokai rika mexico","tr12438 tapa icp 539 tapa 24152 en cparton sencillo corrugado 18840 cd539 tapa",100,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31728",2023-02-23,"trm30766","59","tokai rika mexico","celda con micro coruugad o en 32 porta etiqueta 19014 tr13777 tgtx kit caja + celda",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31728",2023-02-23,"trm30766","59","tokai rika mexico","caja rsc ect 36 dk pad ect 36 dktapa ect 32 19022 tr13778 avanzar caja ensamblada con 1 pad",300,"carton producto terminado carton","posted","Empaques Primarios"
"f31728",2023-02-23,"trm30766","59","tokai rika mexico","tr14085 kit 95161 kit 95161",200,"carton kit carton","posted","Kits de Empaque"
"f31727",2023-02-23,"4400116142","51","efp operations mexicana","charola para jl pecp2 19569 jl pecp charola armada",360,"carton producto terminado carton","posted","Componentes de Empaque"
"f31726",2023-02-23,"4500280176","17","po lighting mexico","n61506735 n61506735 celdado a 4r b 2r",250,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31725",2023-02-23,"640922mx","34","denso mexico","mx98900200201 caja empty mcv 19638 vi",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31724",2023-02-22,"640921mx","34","denso mexico","mx9890420100 tarima reciclada",40,"carton producto comercializacion carton","posted","Contenedores y Tarimas"
"f31723",2023-02-22,"640919mx","34","denso mexico","mx9890520110 basetapa para pallet 19626 vi",40,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31722",2023-02-22,"640922mx","34","denso mexico","mx98900200201 caja empty mcv 19638 vi",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31721",2023-02-22,"30222228","34","denso mexico","mx9894020020 19419 toyota mcv pallet",1,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31720",2023-02-22,"5100006210","688151","yanfeng seating mexico","headrest front headrest front",222,"carton kit carton","posted","Otros"
"f31720",2023-02-22,"5100006210","688151","yanfeng seating mexico","armrest model y armrest model y",220,"carton kit carton","posted","Otros"
"f31720",2023-02-22,"5100006210","688151","yanfeng seating mexico","headrest rear headrest rear",80,"carton kit carton","posted","Otros"
"f31720",2023-02-22,"5100006210","688151","yanfeng seating mexico","lumber model y lumber model y",165,"carton kit carton","posted","Otros"
"f31719",2023-02-21,"640919mx","34","denso mexico","mx9890520110 basetapa para pallet 19626 vi",40,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31718",2023-02-21,"640921mx","34","denso mexico","mx9890420100 tarima reciclada",20,"carton producto comercializacion carton","posted","Contenedores y Tarimas"
"f31717",2023-02-21,"640922mx","34","denso mexico","mx98900200201 caja empty mcv 19638 vi",100,"carton producto terminado carton","posted","Empaques Primarios"
"f31716",2023-02-21,"30221228","34","denso mexico","mx9894020020 19419 toyota mcv pallet",2,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31715",2023-02-21,"4500280162","17","po lighting mexico","n61506763 n61506763 kit",120,"carton kit carton","posted","Kits de Empaque"
"f31715",2023-02-21,"4500280162","17","po lighting mexico","n61506396 n61506396 kit",100,"carton kit carton","posted","Kits de Empaque"
"f31715",2023-02-21,"4500280162","17","po lighting mexico","n61506764 n61506764 kit",200,"carton kit carton","posted","Kits de Empaque"
"f31715",2023-02-21,"4500280162","17","po lighting mexico","n61506695 n61506695 kit",24,"carton kit carton","posted","Kits de Empaque"
"f31714",2023-02-21,"637358mx","72","denso mexico","kit mac 38174 kit mac38174",4,"servicios","posted","Kits de Empaque"
"f31713",2023-02-21,"641071mx","72","denso mexico","kit mac 38174 kit mac38174",44,"servicios","posted","Kits de Empaque"
"f31712",2023-02-20,"5500033834","73","hella automotive mexico","46741624 compartiment insert 535x335x221mm cc esd refacciones p1 celdado",200,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31711",2023-02-20,"5500033013","73","hella automotive mexico","46741621 compartiment insert 1132x712x231mm cc sudafrica celdas en contenedor",800,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31710",2023-02-20,"5500033014","73","hella automotive mexico","46790559 insert 3683x60x254 mm foam sudafrica inserto foam",3200,"carton producto terminado carton","posted","Materiales de Protección"
"f31709",2023-02-20,"trm30487","59","tokai rika mexico","tr12439 caja p558 18841 p558 caja con celda",100,"carton producto terminado carton","posted","Empaques Primarios"
"f31709",2023-02-20,"trm30487","59","tokai rika mexico","tr12440 tapa p558 18842 p558 tapa",100,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31708",2023-02-20,"trm30766","59","tokai rika mexico","tr12437 caja icp 539 caja cs 32ect fc paameri con celda 32ect fe cd539 caja con cleda",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31708",2023-02-20,"trm30766","59","tokai rika mexico","tr12438 tapa icp 539 tapa 24152 en cparton sencillo corrugado 18840 cd539 tapa",50,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31708",2023-02-20,"trm30766","59","tokai rika mexico","caja rsc ect 36 dk pad ect 36 dktapa ect 32 19022 tr13778 avanzar caja ensamblada con 1 pad",200,"carton producto terminado carton","posted","Empaques Primarios"
"f31708",2023-02-20,"trm30766","59","tokai rika mexico","tr14085 kit 95161 kit 95161",200,"carton kit carton","posted","Kits de Empaque"
"f31707",2023-02-20,"640884mx","34","denso mexico","kit packaging back up t90 back up t90",1,"carton producto terminado carton","posted","Kits de Empaque"
"f31706",2023-02-20,"30220301","34","denso mexico","mx9894020020 19419 toyota mcv pallet",12,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31705",2023-02-20,"4500280176","17","po lighting mexico","n61506735 n61506735 celdado a 4r b 2r",450,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31704",2023-02-18,"55083933","ramos ii","yanfeng international automotive technology mexico","ptnws ip 72 cell ibt y0199488 bezel caja con itb 80 cav",20,"carton producto terminado carton","posted","Empaques Primarios"
"f31703",2023-02-17,"640884mx","34","denso mexico","kit packaging back up t90 back up t90",3,"carton producto terminado carton","posted","Kits de Empaque"
"f31702",2023-02-17,"640919mx","34","denso mexico","mx9890520110 basetapa para pallet 19626 vi",80,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31701",2023-02-17,"640921mx","34","denso mexico","mx9890420100 tarima reciclada",20,"carton producto comercializacion carton","posted","Contenedores y Tarimas"
"f31700",2023-02-17,"qt111384","qro","yanfeng international automotive technology mexico","steel rack 96 x 48 x 50 y0124113 rack mangas estructura",24,"retornable producto terminado retornable","posted","Otros"
"f31700",2023-02-17,"qt111384","qro","yanfeng international automotive technology mexico","plastic corrugated dunnage for cx727 fg full assy pcorr sleeve foam dunnage velcro straps and assy to rack plastic corrugated dunnage for cx727 fg full assy pcorr sleeve foam dunnage velcro straps and assy to rack rack wip y0124113 mangas",24,"retornable producto terminado retornable","posted","Materiales de Protección"
"f31699",2023-02-17,"5500035754","73","hella automotive mexico","cover lens bolsa de evolon 340mm x 745mm 48720374 nissan",2686,"retornable producto terminado retornable","posted","Componentes Específicos"
"f31698",2023-02-17,"640708mx","34","denso mexico","kit packaging back up t90 back up t90",1,"carton producto terminado carton","posted","Kits de Empaque"
"f31697",2023-02-17,"640708","34","denso mexico","kit packaging back up t90 back up t90",3,"carton producto terminado carton","posted","Kits de Empaque"
"f31696",2023-02-17,"640073mx","72","denso mexico","kit de empaque c1uc kit de empaque c1uc",8,"servicios","posted","Kits de Empaque"
"f31695",2023-02-17,"638682mx","72","denso mexico","tarima madera tarima madera",200,"servicios","posted","Contenedores y Tarimas"
"f31694",2023-02-17,"5900457259","688160","yanfeng seating mexico","f33028 kit backframe 60 backframe 60 kit",144,"carton kit carton","posted","Kits de Empaque"
"f31693",2023-02-17,"30216230","34","denso mexico","mx9894020020 19419 toyota mcv pallet",10,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31692",2023-02-17,"639816mx","34","denso mexico","mx98900200201 caja empty mcv 19638 vi",80,"carton producto terminado carton","posted","Empaques Primarios"
"f31691",2023-02-16,"trm30306","59","tokai rika mexico","tr13776 caja rsc ck 44 ect c porta etiqueta 19125 tr13776 caja con porta etiqueta",15,"carton producto terminado carton","posted","Empaques Primarios"
"f31690",2023-02-16,"trm30766","59","tokai rika mexico","caja rsc ect 36 dk pad ect 36 dktapa ect 32 19022 tr13778 avanzar caja ensamblada con 1 pad",200,"carton producto terminado carton","posted","Empaques Primarios"
"f31689",2023-02-16,"trm30487","59","tokai rika mexico","tr12439 caja p558 18841 p558 caja con celda",150,"carton producto terminado carton","posted","Empaques Primarios"
"f31689",2023-02-16,"trm30487","59","tokai rika mexico","tr12440 tapa p558 18842 p558 tapa",150,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31689",2023-02-16,"trm30487","59","tokai rika mexico","tr13776 caja rsc ck 44 ect c porta etiqueta 19125 tr13776 caja con porta etiqueta",85,"carton producto terminado carton","posted","Empaques Primarios"
"f31688",2023-02-16,"5500120787","47","stabilus","229973 fs 30 99 0000 00 000 carton empaque kit motor gearbox kit armado motorgear",3,"carton kit carton","posted","Empaques Primarios"
"f31688",2023-02-16,"5500120787","47","stabilus","955061 as 30 99 0000 00 000 inserto 13834 955061 charola armada",1280,"carton producto terminado carton","posted","Componentes de Empaque"
"f31688",2023-02-16,"5500120787","47","stabilus","223264 as 30 99 0000 00 000 inserto gm177 13791 gm177 charola armada",3456,"carton producto terminado carton","posted","Componentes de Empaque"
"f31688",2023-02-16,"5500120787","47","stabilus","723022 as 30 99 0000 00 000 carton empaque 723022 as 30 99 0000 00 000 carton empaque",24,"carton kit carton","posted","Otros"
"f31688",2023-02-16,"5500120787","47","stabilus","927838 fs 30 99 0000 00 000 carton empaque tesla xda90 16487 xda90 927838 charola ensamblada",152,"carton producto terminado carton","posted","Componentes de Empaque"
"f31688",2023-02-16,"5500120787","47","stabilus","00010 817904 as 30 99 0000 00 000 inserto 18891 coupe charola armada",840,"carton producto terminado carton","posted","Componentes de Empaque"
"f31688",2023-02-16,"5500120787","47","stabilus","444816 fs 30 99 0000 00 000 inserto audi q5 13817 audi q5 charola armada",1380,"carton producto terminado carton","posted","Componentes de Empaque"
"f31688",2023-02-16,"5500120787","47","stabilus","928069 fs 30 99 0000 00 000 chattanooga 13833 928069 chattanooga st3 charola armada",768,"carton producto terminado carton","posted","Componentes de Empaque"
"f31688",2023-02-16,"5500120787","47","stabilus","647713 carton 1057 3x142 9x111 1 fol 647713 caja",180,"carton producto terminado carton","posted","Empaques Primarios"
"f31688",2023-02-16,"5500120787","47","stabilus","818864 as 30 99 0000 00 000 inserto charola chata imp 19459 vw316 13 chattanooga charola armada",128,"carton producto terminado carton","posted","Componentes de Empaque"
"f31688",2023-02-16,"5500120787","47","stabilus","341332 as 30 99 0000 00 000 inserto u611u625 13802 u611 341332 u625 charola armada",960,"carton producto terminado carton","posted","Componentes de Empaque"
"f31688",2023-02-16,"5500120787","47","stabilus","as 30 99 0000 00 000 inserto 915898 as 30 99 0000 00 000 inserto g09 bmw alterno charola armada",78,"carton producto terminado carton","posted","Componentes de Empaque"
"f31688",2023-02-16,"5500120787","47","stabilus","225671 fs 30 99 0000 00 000 listones triangular esquinero 91cm esquinero 91cm stab 3",500,"carton producto comercializacion carton","posted","Materiales de Protección"
"f31688",2023-02-16,"5500120787","47","stabilus","225910 fs 30 99 0000 00 000 listones triangular esquinero 102cm cardboard corner 102 cm stab 3",500,"carton producto comercializacion carton","posted","Materiales de Protección"
"f31688",2023-02-16,"5500120787","47","stabilus","226149 fs 30 99 0000 00 000 listones triangular esquinero 127cm esquinero 127cm stab 3",500,"carton producto comercializacion carton","posted","Materiales de Protección"
"f31687",2023-02-16,"5500114659","26","stabilus","496694 as 30 99 0000 00 000 carton caja nextracker 20 damper caja nextracker 20 damper",62,"carton kit carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","427623 as 30 99 0000 00 000 carton box tmc 150 tesla box tmc 150 tesla",1280,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","429296 as 30 99 0000 00 000 inserto insert tmc 150 tesla 14783 tmc150 inserto",5150,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31687",2023-02-16,"5500114659","26","stabilus","938591 fs 30 99 0000 00 000 carton box 938591 size 16 13876 16 caja terminada",2070,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","939069 fs 30 99 0000 00 000 carton box 939069 34 15676 34 caja terminada",1690,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","939308 fs 30 99 0000 00 000 carton box 939308 size 48 48 caja terminada",930,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","643920 cart som 7468x5690x2921 rsc box 643920 stabomat 13891 643920 stabomat caja",240,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","938830 fs 30 99 0000 00 000 carton size 24 13877 24 caja terminada",630,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","357790 fs 30 99 0000 00 000 carton box 357790 box 357790",750,"carton kit carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","428579 as 30 99 0000 00 000 inserto ford damper 14306 damper ford dtp inserto",150,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31687",2023-02-16,"5500114659","26","stabilus","642762 packing sheet 5652x7429 insert 642762 14301 642762 pad sm",630,"carton producto terminado carton","posted","Materiales de Protección"
"f31687",2023-02-16,"5500114659","26","stabilus","560249 as 30 99 0000 00 000 carton box 560249 bmw bmw exportacion box 560249 bmw",9,"carton kit carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","427145 as 30 99 0000 00 000 carton kit toyota japonplanta 1 empaque toyota japan",2,"carton kit carton","posted","Kits de Empaque"
"f31687",2023-02-16,"5500114659","26","stabilus","2065wy as 30 99 0000 00 000 tapa box 2064wy box 2064wy",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","3894vf fs 30 99 0000 00 000 carton corrugado pad 3894vf medium 14452 vf3894 separador",200,"carton producto terminado carton","posted","Materiales de Protección"
"f31687",2023-02-16,"5500114659","26","stabilus","3895va fs 30 99 0000 00 000 carton corrugado pad 3895va large va 3895 large pad",200,"carton producto terminado carton","posted","Materiales de Protección"
"f31687",2023-02-16,"5500114659","26","stabilus","734949 fs 30 99 0000 00 000 carton kit 734949 kit st92",2,"carton kit carton","posted","Kits de Empaque"
"f31687",2023-02-16,"5500114659","26","stabilus","426667 as 30 99 0000 00 000 carton tesla box tmc 070 tesla box tmc 070",60,"carton producto comercializacion carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","446265 as 30 99 0000 00 000 capa intermedia pad 43x36 daimler 14454 daimler tmc pad 43 x 36",140,"carton producto terminado carton","posted","Materiales de Protección"
"f31687",2023-02-16,"5500114659","26","stabilus","428818 as 30 99 0000 00 000 inserto chrysler insert dj 14142 chrysler insert dj 694087",150,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31687",2023-02-16,"5500114659","26","stabilus","426906 as 30 99 0000 00 000 carton charola de carton alterno kia motors 18439 mq4adunnage kia charola armada",100,"carton producto terminado carton","posted","Componentes de Empaque"
"f31687",2023-02-16,"5500114659","26","stabilus","3902vi fs 30 99 0000 00 000 fondo box 3902vi box 3902vi",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","3899vh fs 30 99 0000 00 000 carton box 3899vh 13867 vh 3899 caja",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","425472 as 30 99 0000 00 000 carton caja hsc dk 48 ect caja volvo 18742 dk 48 ect volvo caja autoensamblable",5,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","428101 as 30 99 0000 00 000 tapa tapa ck 32 ect tapa volvo 18743 ck 32 ect volvo tapa",5,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31687",2023-02-16,"5500114659","26","stabilus","429057 as 30 99 0000 00 000 inserto inserto vw chattanooga 16110 chattanooga st1 charola armada",100,"carton producto terminado carton","posted","Componentes de Empaque"
"f31687",2023-02-16,"5500114659","26","stabilus","5506kr carton590x380x122rsc box 5506kr kr5506 caja imp azul 1 pieza",50,"carton producto terminado carton","posted","Empaques Primarios"
"f31687",2023-02-16,"5500114659","26","stabilus","454630 as 30 99 0000 00 000 carton 241 b kit 241b export kit",1,"carton kit carton","posted","Kits de Empaque"
"f31686",2023-02-16,"638850mx","72","denso mexico","tarima de madera 45x48 con tratamiento termico tarima de madera 45x48 con tratamiento termico",10,"carton producto comercializacion carton","posted","Contenedores y Tarimas"
"f31685",2023-02-16,"638769mx","72","denso mexico","caja y tapa para 890 150 caja y tapa para 890150",180,"servicios","posted","Empaques Primarios"
"f31684",2023-02-16,"638283mx","72","denso mexico","celdado para 890 150 celdado para 890150",180,"servicios","posted","Accesorios de Empaque"
"f31683",2023-02-16,"30216221","34","denso mexico","mx9894020020 19419 toyota mcv pallet",6,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31682",2023-02-15,"4500280176","17","po lighting mexico","n61506735 n61506735 celdado a 4r b 2r",250,"carton producto terminado carton","posted","Accesorios de Empaque"
"f31681",2023-02-15,"4501076606","26","stabilus","celdado para escurrimiento para nextracker celdado escurrimiento para nextracker",1,"retornable producto terminado retornable","posted","Accesorios de Empaque"
"f31681",2023-02-15,"4501076606","26","stabilus","tooling celdado nextracker tooling",1,"servicios","posted","Accesorios de Empaque"
"f31680",2023-02-15,"30215231","34","denso mexico","mx9894020020 19419 toyota mcv pallet",5,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31679",2023-02-15,"4400115913","51","efp operations mexicana","charola para jl pecp2 19569 jl pecp charola armada",120,"carton producto terminado carton","posted","Componentes de Empaque"
"f31678",2023-02-15,"4400116142","51","efp operations mexicana","charola para jl pecp2 19569 jl pecp charola armada",240,"carton producto terminado carton","posted","Componentes de Empaque"
"f31677",2023-02-14,"20830229","34","denso mexico","mx9894020020 19419 toyota mcv pallet",4,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31676",2023-02-14,"20830229","34","denso mexico","mx9894020020 19419 toyota mcv pallet",5,"carton producto terminado carton","posted","Contenedores y Tarimas"
"f31675",2023-02-14,"trm29999","59","tokai rika mexico","celda con micro coruugad o en 32 porta etiqueta 19014 tr13777 tgtx kit caja + celda",30,"carton producto terminado carton","posted","Empaques Primarios"
